review_id,product_name,skin_type,rating,review_text,review_date,sentiment
8337,Niacinamide Serum,Sensitive,3,The Niacinamide Serum feels decent but I expected more improvement.,2023-12-16,Neutral
8338,Vitamin C Serum,Oily,4,This Vitamin C Serum feels lightweight and keeps my skin hydrated.,2024-03-21,Positive
8339,Niacinamide Serum,Sensitive,4,This Niacinamide Serum works well for my Sensitive skin and absorbs quickly.,2022-09-18,Positive
8340,Charcoal Face Wash,Oily,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2023-12-23,Neutral
8341,Tea Tree Toner,Combination,4,I have been using this Tea Tree Toner for a few weeks and my skin feels smoother.,2022-09-29,Positive
8342,Charcoal Face Wash,Normal,4,The texture of this Charcoal Face Wash is nice and my skin looks healthier.,2023-11-27,Positive
8343,Charcoal Face Wash,Combination,5,The texture of this Charcoal Face Wash is nice and my skin looks healthier.,2022-09-13,Positive
8344,Charcoal Face Wash,Combination,1,This Charcoal Face Wash did not work well for my Combination skin.,2024-03-20,Negative
8345,Vitamin C Serum,Oily,5,This Vitamin C Serum works well for my Oily skin and absorbs quickly.,2021-01-05,Positive
8346,Niacinamide Serum,Dry,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2021-11-24,Neutral
8347,Anti-Aging Eye Cream,Dry,5,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2023-01-21,Positive
8348,Acne Control Gel,Sensitive,3,I tried this Acne Control Gel for a few days and results are average.,2021-09-28,Neutral
8349,Anti-Aging Eye Cream,Normal,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2021-11-07,Positive
8350,Aloe Vera Moisturizer,Dry,5,The texture of this Aloe Vera Moisturizer is nice and my skin looks healthier.,2023-10-15,Positive
8351,Sunscreen SPF50,Oily,3,This Sunscreen SPF50 seems fine for daily use so far.,2023-09-26,Neutral
8352,Tea Tree Toner,Sensitive,3,I tried this Tea Tree Toner for a few days and results are average.,2022-10-27,Neutral
8353,Hydrating Face Cream,Dry,1,My skin reacted badly after trying this Hydrating Face Cream.,2021-08-09,Negative
8354,Niacinamide Serum,Sensitive,3,The Niacinamide Serum feels decent but I expected more improvement.,2021-11-25,Neutral
8355,Niacinamide Serum,Sensitive,1,After using this Niacinamide Serum my skin started feeling irritated.,2021-09-12,Negative
8356,Retinol Night Cream,Oily,1,After using this Retinol Night Cream my skin started feeling irritated.,2021-10-16,Negative
8357,Hydrating Face Cream,Sensitive,4,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2022-08-15,Positive
8358,Anti-Aging Eye Cream,Normal,2,This Anti-Aging Eye Cream did not work well for my Normal skin.,2023-08-16,Positive
8359,Sunscreen SPF50,Sensitive,4,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2021-01-23,Positive
8360,Aloe Vera Moisturizer,Combination,1,I expected better results from this Aloe Vera Moisturizer.,2022-06-06,Negative
8361,Sunscreen SPF50,Sensitive,1,After using this Sunscreen SPF50 my skin started feeling irritated.,2022-05-07,Negative
8362,Aloe Vera Moisturizer,Combination,4,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2022-02-17,Positive
8363,Aloe Vera Moisturizer,Sensitive,3,The Aloe Vera Moisturizer feels decent but I expected more improvement.,2022-12-30,Neutral
8364,Charcoal Face Wash,Oily,4,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2022-12-16,Positive
8365,Hydrating Face Cream,Combination,5,The texture of this Hydrating Face Cream is nice and my skin looks healthier.,2023-06-04,Positive
8366,Aloe Vera Moisturizer,Oily,4,After regular use this Aloe Vera Moisturizer improved my skin condition.,2021-07-10,Positive
8367,Hydrating Face Cream,Oily,4,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2021-04-07,Positive
8368,Tea Tree Toner,Sensitive,4,After regular use this Tea Tree Toner improved my skin condition.,2022-08-15,Positive
8369,Sunscreen SPF50,Combination,2,After using this Sunscreen SPF50 my skin started feeling irritated.,2021-09-08,Negative
8370,Anti-Aging Eye Cream,Oily,4,After regular use this Anti-Aging Eye Cream improved my skin condition.,2022-10-05,Positive
8371,Vitamin C Serum,Oily,5,After regular use this Vitamin C Serum improved my skin condition.,2023-07-31,Positive
8372,Charcoal Face Wash,Dry,3,This Charcoal Face Wash seems fine for daily use so far.,2023-06-04,Neutral
8373,Acne Control Gel,Dry,5,The texture of this Acne Control Gel is nice and my skin looks healthier.,2023-05-20,Positive
8374,Acne Control Gel,Dry,3,This Acne Control Gel seems fine for daily use so far.,2022-09-29,Neutral
8375,Aloe Vera Moisturizer,Normal,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2023-01-26,Neutral
8376,Acne Control Gel,Dry,4,After regular use this Acne Control Gel improved my skin condition.,2022-11-07,Positive
8377,Retinol Night Cream,Combination,2,After using this Retinol Night Cream my skin started feeling irritated.,2022-05-23,Negative
8378,Sunscreen SPF50,Dry,1,After using this Sunscreen SPF50 my skin started feeling irritated.,2023-04-24,Negative
8379,Niacinamide Serum,Dry,3,This Niacinamide Serum is okay but I am still unsure about the results.,2023-04-03,Neutral
8380,Aloe Vera Moisturizer,Oily,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2023-12-27,Neutral
8381,Tea Tree Toner,Sensitive,3,I tried this Tea Tree Toner for a few days and results are average.,2022-03-21,Negative
8382,Anti-Aging Eye Cream,Dry,3,The Anti-Aging Eye Cream feels decent but I expected more improvement.,2022-03-16,Neutral
8383,Aloe Vera Moisturizer,Normal,1,The texture of this Aloe Vera Moisturizer felt heavy and uncomfortable.,2022-09-13,Neutral
8384,Sunscreen SPF50,Oily,5,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2024-02-07,Positive
8385,Vitamin C Serum,Dry,1,This Vitamin C Serum did not work well for my Dry skin.,2023-11-12,Negative
8386,Hydrating Face Cream,Normal,1,This Hydrating Face Cream did not work well for my Normal skin.,2023-03-20,Negative
8387,Tea Tree Toner,Combination,3,This Tea Tree Toner is okay but I am still unsure about the results.,2022-11-22,Neutral
8388,Sunscreen SPF50,Combination,4,After regular use this Sunscreen SPF50 improved my skin condition.,2022-03-13,Positive
8389,Hydrating Face Cream,Normal,3,This Hydrating Face Cream seems fine for daily use so far.,2022-10-07,Neutral
8390,Sunscreen SPF50,Sensitive,3,I tried this Sunscreen SPF50 for a few days and results are average.,2023-11-25,Neutral
8391,Anti-Aging Eye Cream,Combination,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2021-08-11,Positive
8392,Vitamin C Serum,Oily,4,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2021-06-15,Positive
8393,Anti-Aging Eye Cream,Oily,4,After regular use this Anti-Aging Eye Cream improved my skin condition.,2023-01-12,Positive
8394,Anti-Aging Eye Cream,Normal,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2023-08-19,Positive
8395,Hydrating Face Cream,Sensitive,3,This Hydrating Face Cream is okay but I am still unsure about the results.,2022-05-02,Neutral
8396,Tea Tree Toner,Dry,2,After using this Tea Tree Toner my skin started feeling irritated.,2021-11-25,Negative
8397,Sunscreen SPF50,Dry,1,After using this Sunscreen SPF50 my skin started feeling irritated.,2023-09-27,Negative
8398,Anti-Aging Eye Cream,Dry,2,I expected better results from this Anti-Aging Eye Cream.,2021-09-27,Negative
8399,Charcoal Face Wash,Combination,1,The texture of this Charcoal Face Wash felt heavy and uncomfortable.,2022-12-17,Negative
8400,Acne Control Gel,Normal,1,I expected better results from this Acne Control Gel.,2022-11-15,Negative
8401,Charcoal Face Wash,Normal,1,I expected better results from this Charcoal Face Wash.,2022-03-01,Negative
8402,Tea Tree Toner,Sensitive,1,After using this Tea Tree Toner my skin started feeling irritated.,2022-09-13,Negative
8403,Anti-Aging Eye Cream,Dry,5,This Anti-Aging Eye Cream works well for my Dry skin and absorbs quickly.,2023-01-13,Positive
8404,Tea Tree Toner,Oily,4,This Tea Tree Toner works well for my Oily skin and absorbs quickly.,2023-10-12,Positive
8405,Niacinamide Serum,Sensitive,5,This Niacinamide Serum feels lightweight and keeps my skin hydrated.,2023-04-05,Positive
8406,Sunscreen SPF50,Oily,3,This Sunscreen SPF50 seems fine for daily use so far.,2022-07-29,Neutral
8407,Charcoal Face Wash,Sensitive,5,This Charcoal Face Wash works well for my Sensitive skin and absorbs quickly.,2023-03-17,Positive
8408,Hydrating Face Cream,Sensitive,3,I tried this Hydrating Face Cream for a few days and results are average.,2021-06-05,Neutral
8409,Vitamin C Serum,Dry,3,The Vitamin C Serum feels decent but I expected more improvement.,2023-12-31,Neutral
8410,Acne Control Gel,Dry,3,This Acne Control Gel seems fine for daily use so far.,2021-11-26,Neutral
8411,Anti-Aging Eye Cream,Sensitive,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2023-05-26,Positive
8412,Tea Tree Toner,Combination,3,The Tea Tree Toner works fine but nothing very noticeable yet.,2024-02-21,Neutral
8413,Retinol Night Cream,Oily,3,The Retinol Night Cream feels decent but I expected more improvement.,2021-01-23,Neutral
8414,Retinol Night Cream,Combination,1,After using this Retinol Night Cream my skin started feeling irritated.,2022-09-29,Negative
8415,Charcoal Face Wash,Combination,5,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2023-12-12,Positive
8416,Vitamin C Serum,Sensitive,2,My skin reacted badly after trying this Vitamin C Serum.,2021-12-25,Negative
8417,Hydrating Face Cream,Normal,3,The Hydrating Face Cream works fine but nothing very noticeable yet.,2023-05-28,Neutral
8418,Tea Tree Toner,Oily,5,After regular use this Tea Tree Toner improved my skin condition.,2022-11-05,Positive
8419,Acne Control Gel,Oily,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2021-05-06,Positive
8420,Niacinamide Serum,Sensitive,2,My skin reacted badly after trying this Niacinamide Serum.,2022-05-12,Negative
8421,Acne Control Gel,Sensitive,3,The Acne Control Gel feels decent but I expected more improvement.,2021-03-22,Neutral
8422,Hydrating Face Cream,Sensitive,5,This Hydrating Face Cream works well for my Sensitive skin and absorbs quickly.,2023-05-05,Positive
8423,Anti-Aging Eye Cream,Combination,5,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2022-09-08,Positive
8424,Aloe Vera Moisturizer,Normal,2,This Aloe Vera Moisturizer did not work well for my Normal skin.,2022-07-08,Negative
8425,Charcoal Face Wash,Oily,2,After using this Charcoal Face Wash my skin started feeling irritated.,2023-03-14,Negative
8426,Retinol Night Cream,Oily,4,The texture of this Retinol Night Cream is nice and my skin looks healthier.,2021-01-10,Positive
8427,Tea Tree Toner,Dry,5,This Tea Tree Toner feels lightweight and keeps my skin hydrated.,2022-07-07,Positive
8428,Hydrating Face Cream,Normal,3,I tried this Hydrating Face Cream for a few days and results are average.,2023-11-03,Neutral
8429,Sunscreen SPF50,Combination,5,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2024-01-27,Positive
8430,Anti-Aging Eye Cream,Normal,2,My skin reacted badly after trying this Anti-Aging Eye Cream.,2022-07-20,Negative
8431,Sunscreen SPF50,Combination,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2022-10-31,Neutral
8432,Aloe Vera Moisturizer,Dry,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2023-01-10,Neutral
8433,Charcoal Face Wash,Sensitive,3,The Charcoal Face Wash feels decent but I expected more improvement.,2023-12-04,Neutral
8434,Acne Control Gel,Dry,5,This Acne Control Gel works well for my Dry skin and absorbs quickly.,2023-10-24,Positive
8435,Anti-Aging Eye Cream,Dry,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2021-08-05,Positive
8436,Hydrating Face Cream,Dry,4,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2022-09-22,Positive
8437,Hydrating Face Cream,Dry,2,After using this Hydrating Face Cream my skin started feeling irritated.,2023-12-31,Negative
8438,Anti-Aging Eye Cream,Normal,1,My skin reacted badly after trying this Anti-Aging Eye Cream.,2022-05-05,Negative
8439,Tea Tree Toner,Normal,3,The Tea Tree Toner works fine but nothing very noticeable yet.,2021-11-02,Neutral
8440,Aloe Vera Moisturizer,Oily,5,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2024-03-02,Positive
8441,Vitamin C Serum,Combination,1,I expected better results from this Vitamin C Serum.,2024-02-01,Negative
8442,Charcoal Face Wash,Combination,2,My skin reacted badly after trying this Charcoal Face Wash.,2021-09-16,Negative
8443,Sunscreen SPF50,Sensitive,5,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2021-08-25,Positive
8444,Sunscreen SPF50,Combination,4,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2021-01-26,Positive
8445,Aloe Vera Moisturizer,Normal,5,The texture of this Aloe Vera Moisturizer is nice and my skin looks healthier.,2022-01-18,Positive
8446,Sunscreen SPF50,Combination,3,I tried this Sunscreen SPF50 for a few days and results are average.,2021-11-11,Neutral
8447,Tea Tree Toner,Normal,4,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2021-07-02,Positive
8448,Anti-Aging Eye Cream,Oily,2,I expected better results from this Anti-Aging Eye Cream.,2021-01-13,Negative
8449,Sunscreen SPF50,Combination,3,I tried this Sunscreen SPF50 for a few days and results are average.,2023-01-11,Neutral
8450,Charcoal Face Wash,Sensitive,5,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2023-01-13,Negative
8451,Anti-Aging Eye Cream,Dry,3,This Anti-Aging Eye Cream seems fine for daily use so far.,2022-04-14,Neutral
8452,Retinol Night Cream,Oily,3,The Retinol Night Cream feels decent but I expected more improvement.,2023-02-10,Neutral
8453,Niacinamide Serum,Normal,2,My skin reacted badly after trying this Niacinamide Serum.,2021-02-13,Negative
8454,Charcoal Face Wash,Dry,2,After using this Charcoal Face Wash my skin started feeling irritated.,2023-06-28,Negative
8455,Vitamin C Serum,Dry,5,This Vitamin C Serum works well for my Dry skin and absorbs quickly.,2021-09-16,Positive
8456,Sunscreen SPF50,Sensitive,2,After using this Sunscreen SPF50 my skin started feeling irritated.,2021-01-10,Negative
8457,Hydrating Face Cream,Normal,4,After regular use this Hydrating Face Cream improved my skin condition.,2022-12-09,Positive
8458,Tea Tree Toner,Sensitive,3,I tried this Tea Tree Toner for a few days and results are average.,2021-12-04,Neutral
8459,Niacinamide Serum,Combination,3,I tried this Niacinamide Serum for a few days and results are average.,2023-01-18,Neutral
8460,Retinol Night Cream,Sensitive,2,This Retinol Night Cream did not work well for my Sensitive skin.,2023-02-13,Negative
8461,Niacinamide Serum,Oily,3,I tried this Niacinamide Serum for a few days and results are average.,2023-07-12,Neutral
8462,Anti-Aging Eye Cream,Oily,1,I expected better results from this Anti-Aging Eye Cream.,2021-09-18,Negative
8463,Acne Control Gel,Oily,3,The Acne Control Gel works fine but nothing very noticeable yet.,2023-02-03,Neutral
8464,Anti-Aging Eye Cream,Oily,2,My skin reacted badly after trying this Anti-Aging Eye Cream.,2022-09-29,Negative
8465,Anti-Aging Eye Cream,Combination,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2021-07-14,Positive
8466,Tea Tree Toner,Normal,1,The texture of this Tea Tree Toner felt heavy and uncomfortable.,2021-05-28,Negative
8467,Vitamin C Serum,Dry,1,I expected better results from this Vitamin C Serum.,2022-09-18,Negative
8468,Hydrating Face Cream,Normal,3,The Hydrating Face Cream feels decent but I expected more improvement.,2022-07-18,Neutral
8469,Sunscreen SPF50,Dry,4,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2021-10-04,Positive
8470,Sunscreen SPF50,Oily,4,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2024-01-10,Positive
8471,Sunscreen SPF50,Dry,3,This Sunscreen SPF50 seems fine for daily use so far.,2023-04-03,Neutral
8472,Aloe Vera Moisturizer,Oily,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2023-11-08,Neutral
8473,Retinol Night Cream,Oily,3,This Retinol Night Cream seems fine for daily use so far.,2024-01-19,Neutral
8474,Niacinamide Serum,Dry,4,I have been using this Niacinamide Serum for a few weeks and my skin feels smoother.,2022-02-27,Positive
8475,Vitamin C Serum,Oily,3,This Vitamin C Serum is okay but I am still unsure about the results.,2023-03-05,Neutral
8476,Anti-Aging Eye Cream,Sensitive,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2021-01-22,Neutral
8477,Retinol Night Cream,Combination,4,This Retinol Night Cream works well for my Combination skin and absorbs quickly.,2021-03-26,Positive
8478,Charcoal Face Wash,Combination,1,After using this Charcoal Face Wash my skin started feeling irritated.,2023-11-24,Negative
8479,Vitamin C Serum,Normal,4,This Vitamin C Serum works well for my Normal skin and absorbs quickly.,2021-12-14,Positive
8480,Tea Tree Toner,Sensitive,5,This Tea Tree Toner works well for my Sensitive skin and absorbs quickly.,2023-10-04,Positive
8481,Anti-Aging Eye Cream,Normal,2,The texture of this Anti-Aging Eye Cream felt heavy and uncomfortable.,2021-07-18,Negative
8482,Aloe Vera Moisturizer,Oily,1,I expected better results from this Aloe Vera Moisturizer.,2021-11-19,Negative
8483,Vitamin C Serum,Sensitive,4,After regular use this Vitamin C Serum improved my skin condition.,2022-12-25,Positive
8484,Anti-Aging Eye Cream,Sensitive,5,This Anti-Aging Eye Cream works well for my Sensitive skin and absorbs quickly.,2023-11-05,Neutral
8485,Vitamin C Serum,Sensitive,3,The Vitamin C Serum feels decent but I expected more improvement.,2021-12-03,Neutral
8486,Hydrating Face Cream,Oily,1,This Hydrating Face Cream did not work well for my Oily skin.,2021-08-31,Negative
8487,Retinol Night Cream,Combination,1,My skin reacted badly after trying this Retinol Night Cream.,2023-03-29,Negative
8488,Acne Control Gel,Combination,5,After regular use this Acne Control Gel improved my skin condition.,2021-06-23,Positive
8489,Tea Tree Toner,Oily,1,After using this Tea Tree Toner my skin started feeling irritated.,2022-10-24,Neutral
8490,Charcoal Face Wash,Sensitive,5,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2021-06-05,Positive
8491,Anti-Aging Eye Cream,Oily,3,This Anti-Aging Eye Cream seems fine for daily use so far.,2022-10-06,Neutral
8492,Tea Tree Toner,Normal,4,This Tea Tree Toner works well for my Normal skin and absorbs quickly.,2023-09-20,Positive
8493,Aloe Vera Moisturizer,Dry,1,This Aloe Vera Moisturizer did not work well for my Dry skin.,2021-10-06,Negative
8494,Sunscreen SPF50,Dry,3,This Sunscreen SPF50 seems fine for daily use so far.,2021-01-11,Neutral
8495,Hydrating Face Cream,Dry,2,I expected better results from this Hydrating Face Cream.,2024-03-12,Negative
8496,Charcoal Face Wash,Combination,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2023-06-21,Neutral
8497,Acne Control Gel,Normal,2,My skin reacted badly after trying this Acne Control Gel.,2023-11-12,Negative
8498,Retinol Night Cream,Normal,3,The Retinol Night Cream feels decent but I expected more improvement.,2022-05-26,Neutral
8499,Retinol Night Cream,Sensitive,2,After using this Retinol Night Cream my skin started feeling irritated.,2021-12-26,Negative
8500,Vitamin C Serum,Oily,3,I tried this Vitamin C Serum for a few days and results are average.,2021-03-17,Neutral
8501,Aloe Vera Moisturizer,Normal,5,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2022-03-23,Positive
8502,Sunscreen SPF50,Dry,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2023-05-24,Neutral
8503,Charcoal Face Wash,Oily,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2023-05-17,Neutral
8504,Aloe Vera Moisturizer,Dry,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2021-01-08,Neutral
8505,Sunscreen SPF50,Sensitive,3,This Sunscreen SPF50 seems fine for daily use so far.,2022-11-27,Neutral
8506,Charcoal Face Wash,Normal,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2021-09-24,Neutral
8507,Acne Control Gel,Normal,1,This Acne Control Gel did not work well for my Normal skin.,2023-01-08,Negative
8508,Anti-Aging Eye Cream,Combination,3,This Anti-Aging Eye Cream seems fine for daily use so far.,2021-10-21,Neutral
8509,Hydrating Face Cream,Combination,1,The texture of this Hydrating Face Cream felt heavy and uncomfortable.,2021-07-20,Negative
8510,Niacinamide Serum,Combination,5,The texture of this Niacinamide Serum is nice and my skin looks healthier.,2022-12-12,Positive
8511,Tea Tree Toner,Combination,1,After using this Tea Tree Toner my skin started feeling irritated.,2022-06-24,Negative
8512,Sunscreen SPF50,Sensitive,3,This Sunscreen SPF50 seems fine for daily use so far.,2022-01-31,Neutral
8513,Aloe Vera Moisturizer,Oily,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2022-04-17,Positive
8514,Charcoal Face Wash,Oily,1,My skin reacted badly after trying this Charcoal Face Wash.,2023-01-27,Negative
8515,Sunscreen SPF50,Dry,1,After using this Sunscreen SPF50 my skin started feeling irritated.,2022-01-15,Positive
8516,Retinol Night Cream,Combination,3,I tried this Retinol Night Cream for a few days and results are average.,2022-07-18,Neutral
8517,Charcoal Face Wash,Normal,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2023-09-14,Neutral
8518,Charcoal Face Wash,Dry,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2023-04-07,Neutral
8519,Sunscreen SPF50,Oily,3,This Sunscreen SPF50 is okay but I am still unsure about the results.,2021-10-24,Neutral
8520,Tea Tree Toner,Dry,1,The texture of this Tea Tree Toner felt heavy and uncomfortable.,2021-10-28,Negative
8521,Aloe Vera Moisturizer,Dry,1,My skin reacted badly after trying this Aloe Vera Moisturizer.,2023-04-08,Negative
8522,Anti-Aging Eye Cream,Dry,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2021-11-11,Positive
8523,Anti-Aging Eye Cream,Combination,1,After using this Anti-Aging Eye Cream my skin started feeling irritated.,2022-03-24,Negative
8524,Sunscreen SPF50,Dry,3,The Sunscreen SPF50 feels decent but I expected more improvement.,2021-03-16,Neutral
8525,Niacinamide Serum,Sensitive,4,I have been using this Niacinamide Serum for a few weeks and my skin feels smoother.,2023-04-04,Positive
8526,Hydrating Face Cream,Dry,2,My skin reacted badly after trying this Hydrating Face Cream.,2022-11-11,Negative
8527,Acne Control Gel,Sensitive,3,The Acne Control Gel feels decent but I expected more improvement.,2023-11-30,Neutral
8528,Anti-Aging Eye Cream,Combination,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2023-03-27,Positive
8529,Anti-Aging Eye Cream,Oily,5,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2022-10-05,Positive
8530,Tea Tree Toner,Normal,5,I have been using this Tea Tree Toner for a few weeks and my skin feels smoother.,2021-08-02,Positive
8531,Aloe Vera Moisturizer,Dry,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2021-02-08,Neutral
8532,Niacinamide Serum,Normal,1,The texture of this Niacinamide Serum felt heavy and uncomfortable.,2023-11-29,Negative
8533,Niacinamide Serum,Normal,3,I tried this Niacinamide Serum for a few days and results are average.,2021-10-18,Neutral
8534,Tea Tree Toner,Normal,1,I expected better results from this Tea Tree Toner.,2022-03-16,Negative
8535,Aloe Vera Moisturizer,Oily,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2021-02-19,Neutral
8536,Hydrating Face Cream,Combination,2,My skin reacted badly after trying this Hydrating Face Cream.,2021-05-17,Negative
8537,Niacinamide Serum,Sensitive,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2023-05-11,Neutral
8538,Tea Tree Toner,Sensitive,1,I expected better results from this Tea Tree Toner.,2022-10-11,Negative
8539,Vitamin C Serum,Oily,4,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2023-01-07,Positive
8540,Aloe Vera Moisturizer,Normal,5,This Aloe Vera Moisturizer works well for my Normal skin and absorbs quickly.,2023-07-25,Positive
8541,Acne Control Gel,Normal,2,After using this Acne Control Gel my skin started feeling irritated.,2022-12-26,Negative
8542,Anti-Aging Eye Cream,Sensitive,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2022-11-24,Neutral
8543,Charcoal Face Wash,Normal,3,This Charcoal Face Wash seems fine for daily use so far.,2023-10-28,Neutral
8544,Niacinamide Serum,Normal,5,This Niacinamide Serum works well for my Normal skin and absorbs quickly.,2021-04-17,Positive
8545,Vitamin C Serum,Oily,4,The texture of this Vitamin C Serum is nice and my skin looks healthier.,2021-01-24,Neutral
8546,Charcoal Face Wash,Dry,5,I have been using this Charcoal Face Wash for a few weeks and my skin feels smoother.,2024-01-13,Positive
8547,Tea Tree Toner,Dry,5,This Tea Tree Toner feels lightweight and keeps my skin hydrated.,2021-11-03,Positive
8548,Anti-Aging Eye Cream,Oily,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2024-01-22,Positive
8549,Anti-Aging Eye Cream,Normal,4,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2021-02-05,Positive
8550,Hydrating Face Cream,Normal,4,After regular use this Hydrating Face Cream improved my skin condition.,2024-03-15,Negative
8551,Vitamin C Serum,Dry,3,The Vitamin C Serum works fine but nothing very noticeable yet.,2022-04-12,Neutral
8552,Retinol Night Cream,Dry,3,The Retinol Night Cream works fine but nothing very noticeable yet.,2021-11-03,Neutral
8553,Anti-Aging Eye Cream,Normal,3,I tried this Anti-Aging Eye Cream for a few days and results are average.,2021-12-09,Neutral
8554,Hydrating Face Cream,Sensitive,4,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2024-03-19,Positive
8555,Aloe Vera Moisturizer,Sensitive,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2021-03-30,Positive
8556,Acne Control Gel,Oily,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2023-01-04,Positive
8557,Hydrating Face Cream,Oily,3,This Hydrating Face Cream seems fine for daily use so far.,2021-03-04,Neutral
8558,Anti-Aging Eye Cream,Oily,3,This Anti-Aging Eye Cream seems fine for daily use so far.,2022-03-02,Neutral
8559,Acne Control Gel,Sensitive,5,This Acne Control Gel works well for my Sensitive skin and absorbs quickly.,2022-09-09,Positive
8560,Vitamin C Serum,Combination,5,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2023-11-16,Positive
8561,Acne Control Gel,Combination,5,The texture of this Acne Control Gel is nice and my skin looks healthier.,2023-03-07,Neutral
8562,Charcoal Face Wash,Combination,4,I have been using this Charcoal Face Wash for a few weeks and my skin feels smoother.,2022-06-13,Positive
8563,Niacinamide Serum,Normal,3,This Niacinamide Serum seems fine for daily use so far.,2023-03-30,Positive
8564,Tea Tree Toner,Combination,1,My skin reacted badly after trying this Tea Tree Toner.,2023-10-26,Negative
8565,Sunscreen SPF50,Dry,1,My skin reacted badly after trying this Sunscreen SPF50.,2022-01-14,Negative
8566,Anti-Aging Eye Cream,Normal,3,This Anti-Aging Eye Cream is okay but I am still unsure about the results.,2022-10-21,Neutral
8567,Aloe Vera Moisturizer,Oily,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2021-03-24,Positive
8568,Hydrating Face Cream,Sensitive,1,This Hydrating Face Cream did not work well for my Sensitive skin.,2023-12-20,Negative
8569,Acne Control Gel,Dry,1,My skin reacted badly after trying this Acne Control Gel.,2022-09-13,Negative
8570,Sunscreen SPF50,Dry,5,After regular use this Sunscreen SPF50 improved my skin condition.,2023-01-21,Positive
8571,Aloe Vera Moisturizer,Combination,3,I tried this Aloe Vera Moisturizer for a few days and results are average.,2023-07-12,Neutral
8572,Vitamin C Serum,Combination,4,The texture of this Vitamin C Serum is nice and my skin looks healthier.,2023-09-05,Positive
8573,Niacinamide Serum,Dry,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2023-08-21,Neutral
